hh_id,weight,survey_mode,survey_language,survey_complete_date,is_complete,num_days_complete,reported_home_cms_zone,missing_home_location,first_travel_date,last_travel_date,num_bicycles,bicycle_type_standard,bicycle_type_electric,bicycle_type_other,bicycle_store_house,bicycle_store_rack,bicycle_store_locker,bicycle_store_secured_bike_room,bicycle_store_object,bicycle_store_docking_station,bicycle_store_street,bicycle_store_garage,bicycle_store_other,num_vehicles,vehicle_change,reduced_vehicle_cost,reduced_vehicle_parking,reduced_vehicle_no_need,reduced_vehicle_ridehailing,reduced_vehicle_carshare,reduced_vehicle_transit,reduced_vehicle_nyc_driving,reduced_vehicle_other,increased_vehicle_new_driver,increased_vehicle_transport_hh_member,increased_vehicle_moved,increased_vehicle_job,increased_vehicle_unreliable,increased_vehicle_flexibility,increased_vehicle_other,res_type,rent_own,income_detailed,income_aggregate,num_participants,num_people,num_adults,num_kids,num_workers,num_students,num_trips
19294150,3849.89669,1,English,06/09/2019,1,4,Inner Brooklyn,1,06/04/2019,06/10/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,-9998,-9998,2,1,1,3,3,0,1,1,0
19419671,210.78368,1,English,06/09/2019,1,4,Inner Brooklyn,0,06/02/2019,06/08/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,2,6,4,1,1,1,0,1,0,33
19374235,208.35145,1,English,06/16/2019,1,6,Inner Brooklyn,0,06/08/2019,06/14/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,4,2,1,1,1,0,1,0,60
19515916,224.85578,1,English,06/16/2019,1,4,Inner Brooklyn,0,06/11/2019,06/17/2019,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,-9998,-9998,5,3,1,2,1,1,1,1,42
19896445,211.12838,1,English,06/21/2019,1,1,Inner Brooklyn,1,06/13/2019,06/19/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,4,2,1,1,1,0,1,0,0
19595774,3903.64457,1,English,06/18/2019,1,7,Inner Brooklyn,0,06/11/2019,06/17/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,4,2,1,6,4,2,1,2,45
19849037,212.51177,1,English,06/27/2019,1,7,Inner Brooklyn,1,06/20/2019,06/26/2019,4,1,0,0,1,0,0,0,0,0,0,0,0,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,999,999,1,4,2,2,2,2,37
19105933,3873.15321,1,English,06/09/2019,1,7,Inner Brooklyn,0,06/02/2019,06/08/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,1,1,1,5,3,2,0,3,24
19247852,223.06776,1,English,06/01/2019,1,7,Inner Brooklyn,0,05/25/2019,05/31/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,1,1,1,1,1,0,0,0,34
19991594,69394.78698,1,English,06/14/2019,1,7,Inner Brooklyn,0,06/07/2019,06/13/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,2,1,1,1,1,1,0,0,0,10
19670834,3259.62065,1,English,06/15/2019,1,5,Middle Queens,0,06/08/2019,06/14/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,995,995,995,995,995,995,995,995,0,0,0,0,0,1,0,1,2,4,2,1,6,4,2,2,2,10
19817790,31454.33028,1,English,06/17/2019,1,7,Inner Brooklyn,0,06/07/2019,06/13/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,2,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,2,1,1,1,3,3,0,1,1,51
19891929,213.59184,1,English,06/08/2019,1,6,Inner Brooklyn,0,06/01/2019,06/07/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,2,1,1,2,2,0,2,0,60
19429328,318.30342,1,English,06/23/2019,1,5,Inner Brooklyn,0,06/14/2019,06/20/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,7,5,1,2,2,0,2,0,50
19802205,436.6355,1,English,06/05/2019,1,5,Inner Brooklyn,0,05/29/2019,06/04/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,2,2,995,995,995,995,995,995,995,995,1,1,0,0,0,1,0,5,2,2,1,1,4,4,0,4,1,12
19383221,858.84259,1,English,06/20/2019,1,7,Inner Brooklyn,0,06/13/2019,06/19/2019,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,6,2,1,1,1,3,2,1,1,1,35
19674178,69394.78698,1,English,06/23/2019,1,6,Inner Brooklyn,0,06/15/2019,06/21/2019,3,1,0,0,1,1,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,2,1,1,2,2,0,2,0,44
19675551,223.16545,1,English,06/14/2019,1,2,Inner Brooklyn,0,06/07/2019,06/13/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,2,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,5,2,6,4,1,5,2,3,1,3,71
19117332,248.18121,1,English,06/10/2019,1,3,Inner Brooklyn,0,06/03/2019,06/09/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,2,8,5,1,2,2,0,1,0,40
19870533,222.841,1,English,06/08/2019,1,7,Inner Brooklyn,0,06/01/2019,06/07/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,1,10,6,1,2,2,0,2,0,24
19475442,223.15427,1,English,06/11/2019,1,1,Inner Brooklyn,0,06/09/2019,06/15/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,2,-9998,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,-9998,-9998,999,999,1,2,2,0,2,0,22
19545969,892.09955,1,English,06/09/2019,1,6,Inner Brooklyn,0,06/01/2019,06/07/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,6,4,1,4,3,1,2,1,24
19672324,222.80109,1,English,06/19/2019,1,7,Inner Brooklyn,0,06/11/2019,06/17/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,7,5,1,1,1,0,1,0,29
19317815,308.19262,1,English,06/16/2019,1,5,Inner Brooklyn,0,06/09/2019,06/15/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,7,5,1,3,3,0,3,0,32
19116641,231.32391,1,English,06/11/2019,1,7,Inner Brooklyn,0,06/04/2019,06/10/2019,3,1,0,0,1,1,0,0,0,0,0,0,0,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,1,7,5,1,3,2,1,2,1,41
19356232,17091.05469,1,English,06/01/2019,1,1,Inner Brooklyn,1,05/29/2019,06/04/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,-9998,-9998,3,2,1,3,3,0,2,1,0
19696827,222.77,1,English,06/19/2019,1,1,Inner Brooklyn,1,06/17/2019,06/23/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,1,-9998,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,-9998,-9998,9,6,1,2,2,0,2,0,3
19211933,222.85175,1,English,06/11/2019,1,5,Inner Brooklyn,0,06/05/2019,06/11/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,2,7,5,1,1,1,0,1,0,32
19651175,274.92935,1,English,06/09/2019,1,7,Inner Brooklyn,0,06/02/2019,06/08/2019,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,8,5,1,3,2,1,2,1,37
19170034,223.06915,1,English,06/01/2019,1,4,Inner Brooklyn,0,05/25/2019,05/31/2019,4,1,0,0,1,0,0,0,0,1,0,0,0,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,999,6,1,4,2,2,2,2,46
19788214,222.52491,1,English,06/14/2019,1,6,Inner Brooklyn,0,06/07/2019,06/13/2019,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,4,999,6,4,1,2,2,0,2,0,58
19352431,245.97095,1,English,06/18/2019,1,7,Inner Brooklyn,0,06/11/2019,06/17/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,4,2,995,995,995,995,995,995,995,995,0,0,0,0,0,1,0,4,1,7,5,1,1,1,0,1,0,66
19404057,221.97314,1,English,06/15/2019,1,5,Inner Brooklyn,0,06/08/2019,06/14/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,2,1,1,1,1,0,1,0,47
19384607,226.35417,1,English,06/18/2019,1,7,Inner Brooklyn,0,06/11/2019,06/17/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,10,6,1,2,2,0,2,0,24
19455124,308.19262,1,English,06/14/2019,1,7,Inner Brooklyn,0,06/07/2019,06/13/2019,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,7,5,1,3,3,0,3,0,60
19046088,216.52176,1,English,06/02/2019,1,6,Inner Brooklyn,0,05/25/2019,05/31/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,2,2,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,5,2,1,1,1,5,2,3,2,3,101
19779044,221.61073,1,English,06/21/2019,1,7,Inner Brooklyn,0,06/14/2019,06/20/2019,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,1,7,5,1,1,1,0,1,0,38
19685006,222.77,1,English,06/04/2019,1,1,Inner Brooklyn,1,05/29/2019,06/04/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,2,7,5,1,1,1,0,1,0,0
19703400,553.0483,1,English,06/19/2019,1,4,Inner Brooklyn,0,06/12/2019,06/18/2019,2,1,0,0,1,0,0,0,0,0,0,0,0,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,1,8,5,1,2,2,0,1,0,18
19756431,274.92935,1,English,06/17/2019,1,7,Inner Brooklyn,0,06/09/2019,06/15/2019,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,9,6,1,3,2,1,2,1,29
19961999,223.16545,1,English,06/28/2019,1,7,Inner Brooklyn,0,06/20/2019,06/26/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,2,1,1,1,1,1,0,1,0,11
19967680,525.00077,1,English,06/15/2019,1,7,Inner Brooklyn,0,06/08/2019,06/14/2019,3,1,0,0,1,0,0,0,0,0,0,0,0,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,1,10,6,1,4,2,2,2,2,64
19391837,222.62172,1,English,06/23/2019,1,6,Inner Brooklyn,0,06/10/2019,06/16/2019,2,1,0,0,1,0,0,0,0,1,0,0,0,1,2,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,5,2,8,5,1,2,2,0,2,0,10
19005267,222.77,1,English,06/15/2019,1,7,Inner Brooklyn,0,06/08/2019,06/14/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,7,5,1,2,2,0,2,0,27
19350542,301.85139,1,English,06/15/2019,1,6,Inner Brooklyn,0,06/08/2019,06/14/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,1,1,1,2,2,0,1,0,12
19066056,195.17521,1,English,06/14/2019,1,6,Inner Brooklyn,0,06/07/2019,06/13/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,1,3,2,1,1,1,0,1,0,19
19281401,222.80109,1,English,06/10/2019,1,6,Inner Brooklyn,0,06/02/2019,06/08/2019,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,8,5,1,2,2,0,2,0,45
19519367,221.61073,1,English,06/17/2019,1,6,Inner Brooklyn,0,06/09/2019,06/15/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,2,7,5,1,2,2,0,2,0,41
19893289,231.93128,1,English,06/15/2019,1,6,Inner Brooklyn,0,06/02/2019,06/08/2019,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,995,995,995,995,995,995,995,3,1,5,3,1,3,2,1,2,1,48
19250065,222.76649,1,English,06/27/2019,1,4,Inner Brooklyn,0,06/19/2019,06/25/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,2,6,4,1,2,2,0,2,0,60
19527471,222.77,1,English,06/13/2019,1,6,Inner Brooklyn,0,06/06/2019,06/12/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,1,0,0,1,0,0,1,0,0,995,995,995,995,995,995,995,4,2,5,3,1,2,2,0,2,0,22
19420803,222.82065,1,English,06/16/2019,1,5,Inner Brooklyn,0,06/07/2019,06/13/2019,2,1,1,0,1,0,0,0,0,1,0,0,0,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,10,6,1,2,2,0,2,0,42
19439525,226.80084,1,English,05/31/2019,1,2,Inner Brooklyn,0,05/25/2019,05/31/2019,4,1,0,0,1,0,1,0,0,1,0,0,0,1,-9998,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,-9998,-9998,10,6,1,2,2,0,2,0,22
19715316,223.30332,1,English,06/14/2019,1,3,Inner Brooklyn,0,06/07/2019,06/13/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,1,0,0,1,0,0,0,0,0,995,995,995,995,995,995,995,5,2,1,1,1,2,2,0,2,0,31
19689855,222.77,1,English,06/19/2019,1,7,Inner Brooklyn,0,06/11/2019,06/17/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,995,995,995,995,995,995,995,3,2,8,5,1,2,2,0,2,0,37
19682869,222.77,1,English,06/10/2019,1,7,Inner Brooklyn,0,06/03/2019,06/09/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,1,1,1,1,1,0,1,1,0,995,995,995,995,995,995,995,5,2,6,4,1,3,3,0,3,0,52
19076577,222.77,1,English,06/01/2019,1,5,Inner Brooklyn,0,05/25/2019,05/31/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,8,5,1,4,4,0,4,0,70
19546060,195.40381,1,English,06/16/2019,1,7,Inner Brooklyn,0,06/09/2019,06/15/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,999,6,1,2,2,0,2,0,19
19061244,222.90762,1,English,06/15/2019,1,7,Inner Brooklyn,0,06/08/2019,06/14/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,2,8,5,1,2,2,0,2,0,27
19503425,227.06547,1,English,06/14/2019,1,6,Inner Brooklyn,0,06/07/2019,06/13/2019,2,1,0,0,1,0,0,0,0,0,0,0,0,2,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,1,8,5,1,3,2,1,2,1,43
19983723,223.16545,1,English,06/09/2019,1,7,Inner Brooklyn,0,06/02/2019,06/08/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,5,3,1,1,1,0,1,0,33
19284281,4084.58886,1,English,06/13/2019,1,3,Inner Brooklyn,0,06/04/2019,06/10/2019,2,1,0,0,0,0,0,1,0,0,0,0,0,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,2,7,5,1,3,2,1,2,1,37
19625536,1081.87045,1,English,06/19/2019,1,2,Inner Brooklyn,1,06/12/2019,06/18/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,3,2,1,2,2,0,2,0,25
19242433,223.16545,1,English,06/21/2019,1,6,Inner Brooklyn,0,06/14/2019,06/20/2019,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,4,2,5,3,1,1,1,0,1,0,41
19806426,1190.97625,1,English,06/08/2019,1,5,Inner Brooklyn,0,05/30/2019,06/05/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,9,6,1,2,2,0,2,0,25
19563638,222.72101,1,English,06/09/2019,1,3,Inner Brooklyn,0,06/01/2019,06/07/2019,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,995,995,995,995,995,995,995,4,1,999,5,1,1,1,0,1,1,44
19963120,26125.07,1,English,06/10/2019,1,5,Inner Brooklyn,0,06/03/2019,06/09/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,1,8,5,1,2,2,0,2,0,21
19503582,223.60646,1,English,06/10/2019,1,7,Inner Brooklyn,0,06/03/2019,06/09/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,997,1,999,999,1,2,2,0,1,0,10
19643084,2636.94054,1,English,05/31/2019,1,6,Inner Brooklyn,0,05/24/2019,05/30/2019,4,1,0,0,1,0,0,0,0,0,0,0,0,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,1,10,6,1,4,4,0,2,2,38
19491771,540.3762,1,English,06/02/2019,1,7,Inner Brooklyn,0,05/24/2019,05/30/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,2,2,1,1,2,2,0,1,0,23
19924426,221.63017,1,English,06/14/2019,1,6,Inner Brooklyn,0,06/07/2019,06/13/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,2,7,5,1,2,2,0,2,0,32
19215743,453.5574,1,English,06/23/2019,1,5,Inner Brooklyn,0,06/11/2019,06/17/2019,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,995,995,995,995,995,995,995,3,2,7,5,1,3,3,0,3,0,21
19747095,222.77,1,English,06/18/2019,1,5,Inner Brooklyn,0,06/11/2019,06/17/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,5,3,1,2,2,0,2,1,61
19020511,815.13881,1,English,06/18/2019,1,7,Inner Brooklyn,0,06/10/2019,06/16/2019,2,1,0,0,0,0,0,1,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,8,5,1,2,2,0,2,0,41
19835420,223.19661,1,English,06/22/2019,1,6,Inner Brooklyn,0,06/14/2019,06/20/2019,1,1,0,0,1,0,0,0,1,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,2,5,3,1,1,1,0,1,0,44
19206344,221.5798,1,English,06/19/2019,1,7,Inner Brooklyn,0,06/08/2019,06/14/2019,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,2,1,1,1,1,0,1,0,70
19689813,1143.31829,1,English,06/11/2019,1,5,Inner Brooklyn,1,06/04/2019,06/10/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,1,0,0,1,0,0,0,0,0,995,995,995,995,995,995,995,6,2,4,2,1,2,2,0,1,0,4
19766397,222.77,1,English,06/23/2019,1,6,Inner Brooklyn,0,06/16/2019,06/22/2019,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,995,995,995,995,995,995,995,5,2,7,5,1,2,2,0,2,0,27
19257855,1059.50909,1,English,06/09/2019,1,6,Inner Brooklyn,0,06/02/2019,06/08/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,2,9,6,1,2,2,0,1,0,50
19124216,222.85175,1,English,06/23/2019,1,7,Inner Brooklyn,0,06/16/2019,06/22/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,8,5,1,1,1,0,1,0,34
19468812,223.38256,1,English,06/20/2019,1,5,Inner Brooklyn,0,06/13/2019,06/19/2019,2,1,0,0,1,0,0,0,0,0,0,0,0,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,2,8,5,1,2,2,0,2,0,46
19820353,221.61073,1,English,06/10/2019,1,7,Inner Brooklyn,0,06/03/2019,06/09/2019,3,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,7,5,1,3,3,0,2,0,68
19849829,238.47258,1,English,06/02/2019,1,6,Inner Brooklyn,0,05/25/2019,05/31/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,1,2,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,5,2,4,2,1,3,2,1,2,1,57
19199565,222.77,1,English,06/28/2019,1,7,Inner Brooklyn,0,06/21/2019,06/27/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,6,4,1,1,1,0,1,0,33
19414427,224.5602,1,English,06/08/2019,1,7,Inner Brooklyn,0,06/01/2019,06/07/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,2,7,5,1,2,2,0,2,0,37
19555617,222.85175,1,English,06/17/2019,1,4,Inner Brooklyn,0,06/10/2019,06/16/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,3,2,1,1,1,0,1,0,39
19427168,222.77,1,English,06/07/2019,1,5,Inner Brooklyn,0,05/31/2019,06/06/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,2,7,5,1,2,2,0,2,0,38
19915247,224.44125,1,English,06/19/2019,1,1,Inner Brooklyn,0,06/16/2019,06/22/2019,1,1,0,0,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,0,-9998,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,-9998,-9998,7,5,1,3,3,0,3,0,40
19109577,4122.49095,1,English,06/09/2019,1,7,Inner Brooklyn,0,06/01/2019,06/07/2019,3,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,3,2,6,4,1,5,4,1,3,3,56
19644128,4117.94977,1,English,06/18/2019,1,7,Inner Brooklyn,0,06/09/2019,06/15/2019,2,1,0,0,0,0,0,0,1,0,0,0,0,1,2,995,995,995,995,995,995,995,995,0,1,0,0,0,1,0,3,1,9,6,1,5,2,3,1,3,36
19077293,815.13881,1,English,06/15/2019,1,7,Inner Brooklyn,0,06/07/2019,06/13/2019,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,10,6,1,2,2,0,2,0,72
19587370,3339.43774,1,English,06/12/2019,1,7,Manhattan Core,0,06/05/2019,06/11/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,1,999,999,1,2,2,0,1,1,10
19497128,238.81603,1,English,06/25/2019,1,7,Inner Brooklyn,0,06/18/2019,06/24/2019,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,999,999,999,1,2,2,0,2,0,13
19975961,225.0689,1,English,06/11/2019,1,7,Inner Brooklyn,0,06/04/2019,06/10/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,1,5,3,1,2,1,1,1,1,29
19958252,221.71668,1,English,06/21/2019,1,5,Inner Brooklyn,0,06/14/2019,06/20/2019,1,1,0,0,1,0,0,0,1,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,6,4,1,1,1,0,1,0,40
19381678,2252.23129,1,English,06/15/2019,1,7,Inner Brooklyn,0,06/08/2019,06/14/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,2,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,2,6,4,1,3,3,0,2,0,88
19402844,688.38284,1,English,06/15/2019,1,7,Inner Brooklyn,0,06/08/2019,06/14/2019,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,5,1,999,6,1,4,2,2,2,2,38
19684207,222.77,1,English,06/14/2019,1,7,Inner Brooklyn,0,06/07/2019,06/13/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,2,3,2,1,1,1,0,1,0,36
19403667,196.51348,1,English,06/08/2019,1,7,Inner Brooklyn,0,06/01/2019,06/07/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,2,999,999,1,1,1,0,1,0,55
19856829,351.99612,1,English,06/24/2019,1,6,Inner Brooklyn,0,06/17/2019,06/23/2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,1,9,6,1,2,2,0,2,0,39
19472047,815.13881,1,English,06/10/2019,1,2,Inner Brooklyn,0,06/03/2019,06/09/2019,0,995,995,995,995,995,995,995,995,995,995,995,995,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,8,5,1,2,2,0,2,1,45
19422106,930.22138,1,English,06/15/2019,1,7,Inner Brooklyn,0,06/08/2019,06/14/2019,2,1,0,0,0,0,0,1,0,0,0,0,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2,10,6,1,3,2,1,2,1,36
