hh_id,weight,cms_zone,survey_mode,vehicle_num,vehicle_id,year,home_park,home_park_amount_day,home_park_amount_month,home_park_amount_week,home_park_amount_year
19687883,1970.43037,Northern Manhattan,3,2,19687883102,2016,1,,,,
19687883,1970.43037,Northern Manhattan,3,1,19687883101,2016,2,,,,
19545674,90.2972,Northern Bronx,2,2,19545674102,2016,2,,,,
19545674,90.2972,Northern Bronx,2,1,19545674101,2009,2,,,,
19803937,416.15195,Staten Island,2,1,19803937101,2012,1,,,,
19784122,246.42164,Northern Bronx,2,1,19784122101,2012,1,,,,
19784122,246.42164,Northern Bronx,2,2,19784122102,2015,4,,,50,
19250433,922.53275,Northern Manhattan,2,1,19250433101,2015,1,,,,
19758376,271.91117,Outer Brooklyn,2,1,19758376101,2013,1,,,,
19891945,270.06545,Outer Brooklyn,2,1,19891945101,2014,1,0,,,
19962369,8480.62777,Staten Island,2,1,19962369101,2008,5,,,230,
19386666,72.76665,Staten Island,2,2,19386666102,2005,1,,,,
19386666,72.76665,Staten Island,2,1,19386666101,2012,1,,,,
193260297,222.92549,Inner Brooklyn,2,1,193260297101,2004,1,,,,
19381948,3028.7071,Inner Brooklyn,2,1,19381948101,1998,1,,,,
19986566,779.97562,Manhattan Core,2,1,19986566101,2008,6,,,,
19468940,123.64455,Staten Island,2,1,19468940101,2003,2,,,,
19757164,12013.84567,Outer Brooklyn,2,1,19757164101,2018,1,,,,
19491184,72.75091,Staten Island,2,2,19491184102,2019,2,,,,
19491184,72.75091,Staten Island,2,1,19491184101,2018,2,,,,
19491184,72.75091,Staten Island,2,3,19491184103,2016,1,,,,
19400897,212.43939,Inner Brooklyn,2,1,19400897101,2010,1,,,,
19515024,100.84404,Middle Queens,2,1,19515024101,2016,4,,,100,
19614332,235.96217,Northern Bronx,2,1,19614332101,2015,1,,,,
19624775,144.67243,Northern Bronx,2,2,19624775102,2001,1,,,,0
19624775,144.67243,Northern Bronx,2,1,19624775101,2018,2,,,,
193119326,1014.80867,Manhattan Core,2,1,193119326101,2018,1,,,,
19162194,4688.50332,Manhattan Core,2,1,19162194101,2010,5,,,,6000
19162194,4688.50332,Manhattan Core,2,2,19162194102,2018,2,,,,
19193417,2122.88847,Southern Bronx,2,1,19193417101,2006,2,,,,
19875303,68.38356,Staten Island,3,1,19875303101,2018,2,,,,
19275726,344.55602,Staten Island,2,1,19275726101,2017,2,,,,
19275726,344.55602,Staten Island,2,2,19275726102,2003,1,,,,
19939697,233.16943,Staten Island,2,2,19939697102,2008,1,,,,
19939697,233.16943,Staten Island,2,1,19939697101,2008,2,,,,
19847202,10986.1518,Manhattan Core,2,1,19847202101,2011,5,,,300,
19573895,90.57916,Northern Bronx,2,1,19573895101,2018,4,,,200,
19807836,1970.45889,Northern Bronx,2,1,19807836101,2001,4,,,76,
19300406,196.15828,Outer Queens,2,1,19300406101,2018,4,,,31.25,
19300406,196.15828,Outer Queens,2,2,19300406102,2004,1,,,,
19977706,72.75349,Staten Island,2,3,19977706103,2008,3,,,,
19977706,72.75349,Staten Island,2,2,19977706102,2015,3,,,,
19977706,72.75349,Staten Island,2,1,19977706101,2016,3,,,,
19818654,269.56395,Outer Brooklyn,3,1,19818654101,2017,2,,,,
19566907,186.31887,Outer Queens,2,2,19566907102,2007,1,,,,
19566907,186.31887,Outer Queens,2,1,19566907101,2016,1,,,,
19842440,68.38528,Staten Island,3,1,19842440101,2005,2,,,,
19391047,1033.68899,Staten Island,2,1,19391047101,2017,2,,,,
19140095,72.75207,Staten Island,2,1,19140095101,2011,3,,,,
19432283,3296.77426,Outer Queens,2,1,19432283101,2008,2,,,,
19432283,3296.77426,Outer Queens,2,3,19432283103,2005,2,,,,
19432283,3296.77426,Outer Queens,2,2,19432283102,2009,1,,,,
19067804,99.92234,Staten Island,2,1,19067804101,2015,1,,,,
19618984,533.69063,Manhattan Core,2,1,19618984101,2017,1,,,500,
19419993,98.61722,Northern Bronx,2,1,19419993101,2010,4,,,90,
19284253,2263.62727,Northern Manhattan,3,1,19284253101,2009,2,,,278,
19899905,214.79275,Outer Queens,2,1,19899905101,2017,3,,,,
19899905,214.79275,Outer Queens,2,2,19899905102,2018,3,,,,
19066445,3640.88602,Outer Queens,2,1,19066445101,2014,2,,,,
19637595,9969.59026,Staten Island,2,1,19637595101,2014,2,,,,
19637595,9969.59026,Staten Island,2,2,19637595102,2017,2,,,,
19454206,1205.20983,Staten Island,2,1,19454206101,2016,3,,,,
19606062,3174.32755,Manhattan Core,2,1,19606062101,2002,4,,,489,
19713545,197.04668,Outer Queens,2,1,19713545101,2013,4,,,140,
19561479,1761.3115,Inner Queens,3,2,19561479102,1991,6,,,,
19561479,1761.3115,Inner Queens,3,1,19561479101,2008,1,,,,
19866003,131.42367,Middle Queens,2,1,19866003101,2009,4,,,275,
19427641,94.36696,Middle Queens,2,1,19427641101,2010,1,,,,
19368941,99.14916,Northern Bronx,2,1,19368941101,2014,4,,,125,
19948449,93.65971,Middle Queens,2,1,19948449101,2017,1,,,,
19395258,3052.8236,Middle Queens,2,3,19395258103,2006,1,,,,
19395258,3052.8236,Middle Queens,2,2,19395258102,2013,2,,,,
19395258,3052.8236,Middle Queens,2,1,19395258101,2006,1,,,,
19769340,106.68348,Southern Bronx,3,1,19769340101,1994,4,,,160,
19867928,68.3811,Staten Island,2,1,19867928101,2012,3,,,,
19014594,971.38016,Middle Queens,2,2,19014594102,2006,2,,,,
19014594,971.38016,Middle Queens,2,1,19014594101,2019,2,,,,
19014594,971.38016,Middle Queens,2,3,19014594103,2005,1,,,,
19562940,197.77679,Outer Queens,2,1,19562940101,2018,2,,,,
19996533,427.91914,Manhattan Core,2,1,19996533101,2019,5,,,475,
19570262,1875.49096,Middle Queens,3,1,19570262101,2019,4,,,120,
19869589,147.61192,Middle Queens,2,1,19869589101,2003,4,,,180,
19064161,226.63404,Outer Brooklyn,2,1,19064161101,2018,1,,,,
19683890,72.75091,Staten Island,3,1,19683890101,2013,1,,,,
19683890,72.75091,Staten Island,3,2,19683890102,2018,1,,,,
19683890,72.75091,Staten Island,3,3,19683890103,2018,2,,,,
19420010,122.5057,Inner Queens,2,1,19420010101,2015,2,,,250,
19109775,202.08594,Outer Queens,3,1,19109775101,2013,1,,,,
19332268,242.04068,Staten Island,2,1,19332268101,2001,2,,,,
19732350,115.41686,Inner Queens,2,2,19732350102,2013,5,,,150,
19732350,115.41686,Inner Queens,2,1,19732350101,2016,5,,,150,
19732350,115.41686,Inner Queens,2,3,19732350103,1987,1,,,,
19216481,87.15673,Middle Queens,3,1,19216481101,2005,5,,,130,
19708205,1717.84443,Staten Island,2,1,19708205101,2014,2,,,,
19190168,75.46337,Staten Island,2,1,19190168101,2018,2,,,,
19190168,75.46337,Staten Island,2,2,19190168102,2000,1,,,,
19270729,1042.23433,Inner Brooklyn,2,1,19270729101,2015,1,,,,
19605654,219.38161,Outer Queens,2,1,19605654101,2007,1,,,,
19978944,306.40701,Southern Bronx,2,1,19978944101,2005,1,,,,
19884116,257.23456,Outer Brooklyn,2,1,19884116101,2008,1,,,,
19135029,122.72852,Inner Queens,2,1,19135029101,2007,4,,,,
19440194,197.09533,Northern Bronx,2,2,19440194102,2018,2,,,,
19440194,197.09533,Northern Bronx,2,1,19440194101,2014,4,,,,
19484475,273.94068,Outer Brooklyn,2,1,19484475101,2013,1,,,,
19837043,106.69859,Southern Bronx,3,1,19837043101,2006,4,,,75,
19380583,470.91962,Southern Bronx,2,1,19380583101,2009,1,,,,
19456114,3908.32387,Inner Brooklyn,2,1,19456114101,2006,3,,,,
19709772,1779.18257,Northern Bronx,2,1,19709772101,2006,2,,,175,
19760321,4422.36677,Northern Manhattan,2,1,19760321101,1996,4,,,40,
19038039,196.2022,Outer Queens,3,1,19038039101,2006,2,,,,
19038039,196.2022,Outer Queens,3,3,19038039103,2018,2,,,,
19038039,196.2022,Outer Queens,3,2,19038039102,2011,2,,,,
19653897,108.19399,Southern Bronx,2,1,19653897101,2008,5,,,,
19529928,68.37842,Staten Island,3,2,19529928102,2002,2,,,,
19529928,68.37842,Staten Island,3,1,19529928101,2018,2,,,,
19574329,7871.12413,Staten Island,2,1,19574329101,2019,2,,,,
19513204,75.43829,Staten Island,2,2,19513204102,2018,1,,,,
19513204,75.43829,Staten Island,2,1,19513204101,2009,2,,,,
19805313,395.14634,Middle Queens,2,1,19805313101,2015,1,,,,
19019469,779.04782,Outer Brooklyn,2,3,19019469103,2003,1,,,,
19019469,779.04782,Outer Brooklyn,2,2,19019469102,2013,1,,,,
19019469,779.04782,Outer Brooklyn,2,1,19019469101,2018,1,,,,
19019469,779.04782,Outer Brooklyn,2,4,19019469104,2000,1,,,,
19965541,720.73541,Staten Island,2,2,19965541102,2015,2,,,,
19965541,720.73541,Staten Island,2,1,19965541101,2007,2,,,,
192420189,220.3333,Inner Brooklyn,2,1,192420189101,2019,1,,,,
19115892,237.75773,Outer Brooklyn,2,1,19115892101,2013,2,,,,
19956164,81.56556,Staten Island,2,1,19956164101,2010,1,,,,
19561869,2041.08211,Inner Brooklyn,2,1,19561869101,2015,5,,,300,
19986803,316.32191,Northern Bronx,2,1,19986803101,2019,1,,,,
19986803,316.32191,Northern Bronx,2,2,19986803102,2009,2,,,,
19166995,87.18216,Middle Queens,2,1,19166995101,2003,4,,,240,
19502276,199.88527,Outer Queens,2,2,19502276102,2019,2,,,,
19502276,199.88527,Outer Queens,2,3,19502276103,2011,1,,,,
19502276,199.88527,Outer Queens,2,1,19502276101,2018,2,,,,
19386146,425.49058,Inner Brooklyn,2,1,19386146101,2003,1,,,,
19867922,154.34897,Inner Queens,2,1,19867922101,2018,4,,,,500
19414070,904.58541,Middle Queens,2,1,19414070101,2014,1,,,,
19509279,87.2115,Middle Queens,2,1,19509279101,2007,2,,,,
19906500,87.15673,Middle Queens,2,1,19906500101,2002,2,,,,
19906500,87.15673,Middle Queens,2,2,19906500102,2008,2,,,,
19448748,103.61867,Inner Queens,2,1,19448748101,2015,1,,,,
19196483,88.72975,Middle Queens,2,1,19196483101,1996,5,,,240,
19870406,96.77812,Middle Queens,2,1,19870406101,2003,4,,,265,
19192378,11781.40918,Middle Queens,2,2,19192378102,2017,2,,,,
19192378,11781.40918,Middle Queens,2,3,19192378103,2016,1,,,,
19192378,11781.40918,Middle Queens,2,4,19192378104,2000,1,,,,
19192378,11781.40918,Middle Queens,2,1,19192378101,2007,1,,,,
19057449,41672.04526,Outer Brooklyn,2,1,19057449101,2006,4,,,115,
19729157,204.66274,Outer Queens,2,3,19729157103,2016,2,,,,
19729157,204.66274,Outer Queens,2,2,19729157102,2004,2,,,,
19729157,204.66274,Outer Queens,2,1,19729157101,2010,2,,,,
19901479,1695.40026,Inner Brooklyn,2,1,19901479101,2010,4,,,150,
19373920,8736.26236,Middle Queens,2,1,19373920101,1992,2,,,,
19774535,98.59376,Northern Bronx,2,1,19774535101,2014,4,,,93,
19774535,98.59376,Northern Bronx,2,2,19774535102,2018,4,,,93,
19828238,98.61657,Northern Bronx,2,1,19828238101,2011,4,,,178,
19123521,3025.08074,Outer Queens,3,1,19123521101,2005,4,,,31,
19939614,3165.13604,Manhattan Core,2,4,19939614104,1980,6,,,,
19939614,3165.13604,Manhattan Core,2,7,19939614107,2007,4,,,432.48,
19939614,3165.13604,Manhattan Core,2,6,19939614106,1980,6,,,,
19939614,3165.13604,Manhattan Core,2,5,19939614105,1980,6,,,,
19939614,3165.13604,Manhattan Core,2,3,19939614103,1980,6,,,,
19939614,3165.13604,Manhattan Core,2,2,19939614102,1980,6,,,,
19939614,3165.13604,Manhattan Core,2,1,19939614101,1980,6,,,,
19144936,98.33479,Middle Queens,2,1,19144936101,2012,1,,,,
19840501,10684.87252,Middle Queens,2,2,19840501102,2010,1,,,,
19840501,10684.87252,Middle Queens,2,1,19840501101,2007,2,0,,,
19714049,283.22856,Northern Bronx,2,1,19714049101,2003,1,,,,
19714049,283.22856,Northern Bronx,2,2,19714049102,2014,1,,,,
19615366,106.69933,Southern Bronx,2,1,19615366101,2013,5,,,250,
19593899,211.98973,Outer Queens,2,1,19593899101,2012,2,,,,
19593899,211.98973,Outer Queens,2,2,19593899102,2008,1,,,,
19615044,68.37842,Staten Island,3,2,19615044102,2017,1,,,,
19615044,68.37842,Staten Island,3,1,19615044101,2003,1,,,,
19201560,68.37842,Staten Island,2,1,19201560101,2018,2,,,,
19201560,68.37842,Staten Island,2,2,19201560102,2007,1,,,,
191186212,105.16273,Manhattan Core,2,1,191186212101,2019,2,,,,
191186212,105.16273,Manhattan Core,2,2,191186212102,2017,2,,,,
191186212,105.16273,Manhattan Core,2,3,191186212103,2015,2,,,,
19108161,222.77,Inner Brooklyn,2,1,19108161101,2010,1,,,,
19481542,5213.07844,Manhattan Core,2,1,19481542101,2002,4,,,465,
19241139,91.56165,Northern Bronx,2,1,19241139101,2017,5,,,205,
19874601,5159.38847,Outer Brooklyn,2,1,19874601101,2004,1,,,,
19573558,75.45313,Staten Island,2,1,19573558101,2018,2,,,,
19573558,75.45313,Staten Island,2,2,19573558102,2019,2,,,,
19969260,128.1881,Inner Queens,2,1,19969260101,1998,1,,,,
19932678,125.17204,Northern Bronx,2,1,19932678101,2014,3,,,,
19359638,208.80881,Outer Queens,2,2,19359638102,2005,1,,,,
19359638,208.80881,Outer Queens,2,1,19359638101,2004,1,,,,
19661203,7786.45958,Outer Queens,2,1,19661203101,2007,2,,,,
19814288,3205.72614,Inner Brooklyn,2,1,19814288101,2007,1,,,,
19247695,2302.58772,Outer Brooklyn,2,1,19247695101,2017,1,0,,,
19956023,116.52579,Southern Bronx,2,1,19956023101,2009,4,,,,
19543389,68.37842,Staten Island,2,1,19543389101,2004,1,,,,0
19543389,68.37842,Staten Island,2,2,19543389102,2006,2,,,,
19345460,371.559,Middle Queens,2,1,19345460101,2004,1,,,,
19658633,75.44705,Staten Island,2,2,19658633102,2018,5,,,,
19658633,75.44705,Staten Island,2,1,19658633101,2018,1,,,,
19569431,4868.80069,Staten Island,2,1,19569431101,2018,1,,,,
19371310,68.38356,Staten Island,3,1,19371310101,2019,2,,,,
19881538,8667.89023,Manhattan Core,2,1,19881538101,2015,5,,,170,
19678023,94.53532,Middle Queens,2,1,19678023101,2019,4,,,60,
19995997,206.25731,Outer Queens,2,1,19995997101,2003,2,,,,
19619209,1751.29112,Southern Bronx,3,1,19619209101,2017,4,,,,
19390301,5220.6566,Northern Bronx,2,1,19390301101,2008,4,,,,
19393776,203.17392,Outer Queens,2,1,19393776101,2016,2,,,,
19393776,203.17392,Outer Queens,2,2,19393776102,2016,2,,,,
19993544,116.52531,Southern Bronx,2,1,19993544101,2016,1,,,,
19774454,21281.78093,Staten Island,2,3,19774454103,2008,2,,,,0
19774454,21281.78093,Staten Island,2,2,19774454102,2012,2,,,,0
19774454,21281.78093,Staten Island,2,1,19774454101,2017,1,,,,
19774454,21281.78093,Staten Island,2,4,19774454104,2001,4,,,,
19706630,270.28377,Outer Brooklyn,2,1,19706630101,2006,2,,,,
19209152,2448.89585,Inner Brooklyn,2,1,19209152101,2001,1,,,,
19838390,121.42423,Inner Queens,2,1,19838390101,2009,4,,,126,
19974272,156.48839,Northern Bronx,2,1,19974272101,2003,1,,,,
19498492,90.28156,Northern Bronx,3,1,19498492101,2005,2,,,125,
19519381,68.38956,Staten Island,3,1,19519381101,2018,2,,,,
19417114,411.97615,Northern Bronx,2,1,19417114101,2000,4,,,91,
19394528,90.76591,Northern Bronx,2,1,19394528101,2013,4,,,60,
19975771,1717.84443,Staten Island,2,1,19975771101,2012,2,,,,
19992652,497.60414,Inner Brooklyn,2,1,19992652101,2005,1,,,,
19175175,115.25743,Northern Bronx,2,1,19175175101,2002,2,,,,
19602011,141.3953,Northern Bronx,3,1,19602011101,2003,1,,,,
19376012,98.63053,Northern Bronx,2,2,19376012102,2008,1,,,,
19376012,98.63053,Northern Bronx,2,1,19376012101,2008,2,,,,
19089987,90.30009,Northern Bronx,2,1,19089987101,2016,4,,,,
19941110,185.22356,Northern Bronx,2,1,19941110101,1999,2,,,,
19465282,289.18644,Northern Manhattan,2,1,19465282101,2016,5,,,300,
19406685,49167.34635,Outer Brooklyn,2,1,19406685101,2017,3,,,,
19406685,49167.34635,Outer Brooklyn,2,3,19406685103,2006,1,,,,
19406685,49167.34635,Outer Brooklyn,2,2,19406685102,2015,4,,,,
19971567,126.02439,Northern Manhattan,2,1,19971567101,2019,1,,,,
19621012,205.94821,Outer Queens,2,1,19621012101,1996,2,,,,
19482052,75.44134,Staten Island,3,1,19482052101,2000,2,,,,
19462972,1398.23123,Staten Island,2,3,19462972103,2016,2,,,,
19462972,1398.23123,Staten Island,2,2,19462972102,2016,1,,,,
19462972,1398.23123,Staten Island,2,1,19462972101,2018,1,,,,
19196817,275.03058,Outer Brooklyn,2,1,19196817101,2018,1,,,,
19899923,87.17029,Outer Queens,2,1,19899923101,1991,4,,,,
19161145,68.5073,Staten Island,2,1,19161145101,2013,2,,,,
19051041,84.21322,Staten Island,2,1,19051041101,2018,2,,,,
19209642,857.8035,Northern Bronx,2,1,19209642101,2019,4,,,,150
19209642,857.8035,Northern Bronx,2,2,19209642102,2003,1,,,,
19696438,31475.55618,Northern Bronx,2,2,19696438102,2019,4,,,,
19696438,31475.55618,Northern Bronx,2,1,19696438101,2020,4,,,,
19844097,344.55602,Staten Island,2,1,19844097101,2009,2,,,,
19844097,344.55602,Staten Island,2,2,19844097102,2017,2,,,,
198923778,244.46202,Inner Brooklyn,2,1,198923778101,2014,1,,,,
192050919,4832.15021,Manhattan Core,2,1,192050919101,2017,1,,,,
190379458,465.44446,Manhattan Core,3,1,190379458101,2017,4,,,175,
19742096,3857.72569,Inner Brooklyn,2,1,19742096101,2006,4,,,,70
19125822,210.13011,Inner Brooklyn,2,1,19125822101,2003,1,,,,
19305563,211.36328,Inner Brooklyn,2,1,19305563101,2009,1,,,,
19372104,75.44325,Staten Island,3,1,19372104101,2015,6,,,,
19280580,194.06777,Outer Queens,2,1,19280580101,2009,2,,,,
19367576,92.57743,Outer Queens,2,1,19367576101,2014,1,,,,
19192937,193.46098,Outer Queens,2,2,19192937102,2013,2,,,,
19192937,193.46098,Outer Queens,2,1,19192937101,2007,2,,,,
19678411,822.34998,Northern Bronx,2,2,19678411102,2017,2,,,,
19678411,822.34998,Northern Bronx,2,1,19678411101,2017,2,,,,
19673491,154.34897,Inner Queens,2,1,19673491101,2006,2,,,,
19768611,197.77679,Outer Queens,3,1,19768611101,2017,4,,,50,
19686942,76.07892,Staten Island,2,1,19686942101,2010,1,,,,
19902471,86.41962,Middle Queens,2,2,19902471102,2003,1,,,,
19902471,86.41962,Middle Queens,2,1,19902471101,2018,1,,,,
19850521,1769.1269,Outer Queens,2,1,19850521101,2012,2,,,,
19850521,1769.1269,Outer Queens,2,2,19850521102,2010,2,,,,
19395948,22895.02263,Staten Island,2,1,19395948101,2006,2,,,,
19366766,1121.52881,Southern Bronx,2,1,19366766101,2016,4,,,,75
19413074,100.97147,Inner Queens,2,1,19413074101,1995,1,,,,
19310428,152.8499,Inner Queens,2,1,19310428101,2014,4,,,,
19024029,140.28656,Inner Queens,2,1,19024029101,2015,1,,,,
19015987,14176.76719,Inner Queens,2,1,19015987101,2013,5,,,200,
19111525,402.33755,Manhattan Core,2,1,19111525101,2011,1,,,,
19304170,3345.83478,Manhattan Core,2,1,19304170101,2019,5,,,600,
19449837,340.83859,Manhattan Core,2,1,19449837101,1998,5,,,205,
19426790,312.53987,Manhattan Core,2,1,19426790101,2016,5,,,500,
19215465,4490.07821,Middle Queens,2,1,19215465101,2018,4,,,40,
19468934,1430.95041,Northern Bronx,2,1,19468934101,2003,1,,,,
19827818,140.96267,Northern Bronx,2,1,19827818101,2009,4,,,13,
19889477,103.36245,Northern Bronx,2,1,19889477101,2015,1,,,,
19889477,103.36245,Northern Bronx,2,2,19889477102,2017,2,,,,
19243212,90.2953,Northern Bronx,3,1,19243212101,2016,1,,,,
19865064,661.49275,Northern Bronx,2,1,19865064101,2011,4,,,72,
19722492,242.15572,Northern Bronx,2,1,19722492101,1992,4,,,111,
19123200,90.76591,Northern Bronx,2,1,19123200101,2015,4,,,99,
19233015,775.19417,Northern Bronx,3,1,19233015101,2010,1,,,,
19233015,775.19417,Northern Bronx,3,2,19233015102,2018,3,,,,
19797139,115.73163,Northern Bronx,3,1,19797139101,1999,2,,,75,
19319600,654.53938,Northern Manhattan,2,1,19319600101,2012,1,,,,
19319600,654.53938,Northern Manhattan,2,3,19319600103,2017,1,,,,
19319600,654.53938,Northern Manhattan,2,2,19319600102,2016,1,,,,
19822388,118.52462,Northern Manhattan,2,1,19822388101,2013,1,,,,
19126337,212.01019,Northern Manhattan,2,1,19126337101,2012,1,,,,
19767535,1932.40667,Northern Manhattan,2,1,19767535101,2018,4,,,400,
19387468,418.69019,Outer Brooklyn,2,1,19387468101,2018,1,,,,
19278854,270.48676,Outer Brooklyn,2,1,19278854101,2000,5,,,100,
19033340,252.5488,Outer Brooklyn,2,1,19033340101,2013,2,,,,
19958074,238.4414,Outer Brooklyn,3,1,19958074101,2017,1,,,,
19109255,214.8088,Outer Brooklyn,2,1,19109255101,2007,4,,,,400
19396992,34143.79352,Outer Queens,2,1,19396992101,2005,1,50,,,
19643894,194.06777,Outer Queens,2,1,19643894101,2011,2,,,,
19769874,207.95124,Outer Queens,2,1,19769874101,2018,4,,,30,
19715902,190.15978,Outer Queens,2,1,19715902101,2018,2,,,,
19648161,202.41151,Outer Queens,2,1,19648161101,2005,5,,,,
19970753,3400.73993,Outer Queens,2,2,19970753102,2015,1,,,,
19970753,3400.73993,Outer Queens,2,1,19970753101,2017,2,,,,
19348914,199.95202,Outer Queens,2,1,19348914101,2006,1,,,,0
19850751,194.06777,Outer Queens,2,1,19850751101,2009,4,,,60.89,
19660641,3773.04797,Manhattan Core,2,1,19660641101,2005,1,,,,
19806124,14399.7138,Outer Queens,2,1,19806124101,2017,1,,,,
19806124,14399.7138,Outer Queens,2,2,19806124102,2010,1,,,,
19561748,207.05698,Outer Queens,2,1,19561748101,2014,1,,,,
19978160,247.40747,Southern Bronx,2,1,19978160101,2016,1,,,,
19888813,149.80743,Staten Island,2,2,19888813102,2019,2,,,,
19888813,149.80743,Staten Island,2,1,19888813101,2019,2,,,,
19964174,673.74521,Staten Island,2,2,19964174102,2007,1,,,,
19964174,673.74521,Staten Island,2,1,19964174101,2019,1,,,,
19975108,68.37639,Staten Island,3,1,19975108101,2017,2,,,,
19964740,72.75529,Staten Island,2,2,19964740102,2015,2,,,,
19964740,72.75529,Staten Island,2,1,19964740101,2012,1,,,,
19726436,75.46137,Staten Island,2,1,19726436101,2016,2,,,,
19948281,75.44705,Staten Island,2,1,19948281101,2019,2,,,,
19766689,78.70592,Staten Island,2,1,19766689101,2010,1,,,,
19841323,72.75091,Staten Island,2,1,19841323101,2008,2,,,,
19841323,72.75091,Staten Island,2,2,19841323102,2007,4,,,,
19104727,72.75091,Staten Island,2,1,19104727101,2011,1,,,,
